ticker,scenario,policy,rho_hat,rho_true,epsilon,levels,terminal_wealth,final_inventory,abs_inventory,fills,bid_fills,ask_fills,fill_rate,spread_capture,adverse_selection,inventory_penalty,join_l1_side_time_frac,improve_side_time_frac,depth_visible_side_time_frac,outside_depth_side_time_frac,no_quote_side_time_frac,full_no_quote_time_frac,mean_visible_depth_rank,mean_bid_offset,mean_ask_offset,crossing_clamp_count,queue_depletion_from_exec,queue_depletion_from_visible_depth,quote_updates,n_events,horizon,size_scale,nominal_terminal_wealth,wealth_diff_vs_nominal
INTC,near_critical_stress,liquidity_guard,0.97,0.97,0.02,10,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5,1.5,0,0.0,0.0,1487,80000,1614.6258838190042,100.0,0.44217686172196746,-0.44217686172196746
MSFT,calibrated_side_gamma,as_poisson,0.5463582850875636,0.5463582850875636,0.02,10,1.0572848223029396,-2.0,2.0,72,35,37,0.0009,1.9299999999999926,0.0,6890.860710788031,0.008414022993093063,0.0,0.9721851539263361,0.0,0.01940082308057081,0.0,3.6529928969134153,0.015619990890210012,0.037805797501737085,0,3419.385869565168,2116.3755957300086,2036,80000,2119.0387602509945,184.0,1.0572848223029396,0.0
MSFT,calibrated_side_gamma,nominal_hawkes,0.5463582850875636,0.5463582850875636,0.02,10,1.0572848223029396,-2.0,2.0,72,35,37,0.0009,1.9299999999999926,0.0,6890.860710788031,0.008414022993093063,0.0,0.9721851539263361,0.0,0.01940082308057081,0.0,3.6529928969134153,0.015622013681165047,0.037810400557228355,0,3419.385869565168,2116.3755957300086,2036,80000,2119.0387602509945,184.0,1.0572848223029396,0.0
MSFT,calibrated_side_gamma,robust_gamma,0.5463582850875636,0.5463582850875636,0.02,10,1.0572848223029396,-2.0,2.0,72,35,37,0.0009,1.9299999999999926,0.0,6890.860710788031,0.008414022993093063,0.0,0.9721851539263361,0.0,0.01940082308057081,0.0,3.6529928969134153,0.015625957349455565,0.0378193747539599,0,3419.385869565168,2116.3755957300086,2036,80000,2119.0387602509945,184.0,1.0572848223029396,0.0
MSFT,calibrated_side_gamma,robust_gamma_abs,0.5463582850875636,0.5463582850875636,0.02,10,1.0572848223029396,-2.0,2.0,72,35,37,0.0009,1.9299999999999926,0.0,6890.860710788031,0.008414022993093063,0.0,0.9721851539263361,0.0,0.01940082308057081,0.0,3.6529928969134153,0.015639400390371264,0.03784996568731719,0,3419.385869565168,2116.3755957300086,2036,80000,2119.0387602509945,184.0,1.0572848223029396,0.0
MSFT,calibrated_side_gamma,liquidity_guard,0.5463582850875636,0.5463582850875636,0.02,10,1.0572848223029396,-2.0,2.0,72,35,37,0.0009,1.9299999999999926,0.0,6890.860710788031,0.008414022993093063,0.0,0.9721851539263361,0.0,0.01940082308057081,0.0,3.6529928969134153,0.015639400390371264,0.03784996568731719,0,3419.385869565168,2116.3755957300086,2036,80000,2119.0387602509945,184.0,1.0572848223029396,0.0
MSFT,near_critical_stress,as_poisson,0.97,0.97,0.02,10,1.0572848223029396,-2.0,2.0,72,35,37,0.0009,1.9299999999999926,0.0,6890.860710788031,0.008414022993093063,0.0,0.9721851539263361,0.0,0.01940082308057081,0.0,3.6529928969134153,0.015619990890210012,0.037805797501737085,0,3419.385869565168,2116.3755957300086,2036,80000,2119.0387602509945,184.0,1.0572848223029396,0.0
MSFT,near_critical_stress,nominal_hawkes,0.97,0.97,0.02,10,1.0572848223029396,-2.0,2.0,72,35,37,0.0009,1.9299999999999926,0.0,6890.860710788031,0.008414022993093063,0.0,0.9721851539263361,0.0,0.01940082308057081,0.0,3.6529928969134153,0.016519815206383688,0.039853434331955685,0,3419.385869565168,2116.3755957300086,2036,80000,2119.0387602509945,184.0,1.0572848223029396,0.0
MSFT,near_critical_stress,robust_gamma,0.97,0.97,0.02,10,1.0572848223029396,-2.0,2.0,72,35,37,0.0009,1.9299999999999926,0.0,6890.860710788031,0.008414022993093063,0.0,0.9721851539263361,0.0,0.01940082308057081,0.0,3.6529928969134153,0.017421560399892583,0.04190544230341449,0,3419.385869565168,2116.3755957300086,2036,80000,2119.0387602509945,184.0,1.0572848223029396,0.0
MSFT,near_critical_stress,robust_gamma_abs,0.97,0.97,0.02,10,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.17037037037037162,0.17037037037037162,0,0.0,0.0,1964,80000,2119.0387602509945,184.0,1.0572848223029396,-1.0572848223029396
MSFT,near_critical_stress,liquidity_guard,0.97,0.97,0.02,10,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5,1.5,0,0.0,0.0,1964,80000,2119.0387602509945,184.0,1.0572848223029396,-1.0572848223029396
